Date,Year,Season,Crop,State,District,Irrigation_Type,Area_ha,Fertilizer_Use,Yield_kg_ha,Production_tons
2022-10-07,2022,Kharif,Cotton,Gujarat,Vadodara,Tube Well,751.36,68.0,920.0,691.25
2025-10-27,2025,Kharif,Oilseeds,Maharashtra,Mumbai,Drip,1036.76,55.0,1989.0,2062.12
2019-03-09,2019,Kharif,Pulses,Rajasthan,Jodhpur,Rainfed,670.41,181.0,1313.0,880.25
2025-02-13,2025,Kharif,Maize,Karnataka,Bangalore,Tube Well,490.58,147.0,6772.0,3322.21
2017-11-25,2017,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,230.98,147.0,1631.0,376.73
2020-04-06,2020,Kharif,Pulses,Rajasthan,Jaipur,Tube Well,606.09,195.0,1894.0,1147.93
2019-07-18,2019,Kharif,Cotton,Andhra Pradesh,Visakhapatnam,Tube Well,1014.83,165.0,1184.0,1201.56
2015-01-13,2015,Perennial,Coffee,Karnataka,Hubli,Drip,691.08,110.0,1694.0,1170.69
2023-07-30,2023,Kharif,Oilseeds,Gujarat,Rajkot,Rainfed,335.05,115.0,2304.0,771.96
2019-01-20,2019,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,727.73,72.0,2605.0,1895.74
2016-01-25,2016,Kharif,Pulses,Maharashtra,Pune,Tube Well,240.14,96.0,2500.0,600.35
2023-12-06,2023,Perennial,Coffee,Kerala,Ernakulam,Rainfed,44.48,117.0,1467.0,65.25
2017-08-24,2017,Rabi,Potato,Bihar,Gaya,Rainfed,798.65,89.0,24530.0,19590.88
2018-06-14,2018,Kharif,Maize,Madhya Pradesh,Bhopal,Rainfed,455.29,187.0,5800.0,2640.68
2024-04-19,2024,Rabi,Wheat,Bihar,Patna,Tube Well,254.0,52.0,2391.0,607.31
2017-04-24,2017,Kharif,Cotton,Gujarat,Rajkot,Rainfed,808.37,138.0,875.0,707.32
2025-02-11,2025,Rabi,Pulses,Rajasthan,Jaipur,Tube Well,539.03,166.0,2262.0,1219.29
2018-08-25,2018,Kharif,Pulses,Madhya Pradesh,Bhopal,Rainfed,677.19,160.0,1422.0,962.96
2023-04-07,2023,Perennial,Apple,Himachal Pradesh,Shimla,Rainfed,148.24,147.0,9508.0,1409.47
2024-01-29,2024,Rabi,Wheat,Haryana,Faridabad,Canal,45.57,112.0,4161.0,189.62
2019-07-14,2019,Kharif,Maize,Karnataka,Mysore,Tube Well,565.94,188.0,8393.0,4749.93
2020-05-15,2020,Zaid,Coconut,Kerala,Kozhikode,Drip,686.3,99.0,8355.0,5734.04
2015-08-15,2015,Kharif,Pulses,Rajasthan,Udaipur,Rainfed,153.4,163.0,1411.0,216.45
2015-11-25,2015,Perennial,Sugarcane,Tamil Nadu,Coimbatore,Tube Well,469.03,189.0,121477.0,56976.36
2019-10-10,2019,Rabi,Oilseeds,Maharashtra,Nagpur,Tube Well,340.78,69.0,1638.0,558.2
2024-02-16,2024,Zaid,Coconut,Andhra Pradesh,Guntur,Canal,25.9,192.0,16455.0,426.18
2018-11-04,2018,Kharif,Pulses,Maharashtra,Pune,Tube Well,1169.1,166.0,2266.0,2649.18
2021-01-08,2021,Perennial,Sugarcane,Karnataka,Belgaum,Tube Well,157.21,142.0,92062.0,14473.07
2015-05-11,2015,Zaid,Coconut,Andhra Pradesh,Guntur,Tube Well,922.45,106.0,12503.0,11533.39
2016-01-11,2016,Kharif,Pulses,Rajasthan,Jodhpur,Rainfed,249.16,186.0,1300.0,323.91
2022-04-25,2022,Kharif,Rice,Telangana,Hyderabad,Canal,257.14,57.0,5261.0,1352.81
2025-08-01,2025,Kharif,Pulses,Madhya Pradesh,Bhopal,Tube Well,753.41,115.0,1150.0,866.42
2021-08-04,2021,Perennial,Tea,West Bengal,Darjeeling,Canal,726.35,163.0,2413.0,1752.68
2022-07-01,2022,Kharif,Maize,Bihar,Muzaffarpur,Rainfed,690.05,172.0,4238.0,2924.43
2018-01-19,2018,Rabi,Pulses,Rajasthan,Jaipur,Rainfed,534.16,80.0,1698.0,907.0
2022-09-08,2022,Kharif,Oilseeds,Maharashtra,Mumbai,Tube Well,449.8,57.0,2922.0,1314.32
2023-12-13,2023,Kharif,Oilseeds,Gujarat,Ahmedabad,Tube Well,680.76,170.0,3827.0,2605.27
2021-06-10,2021,Rabi,Potato,Bihar,Gaya,Canal,277.52,113.0,31120.0,8636.42
2016-11-08,2016,Perennial,Sugarcane,Tamil Nadu,Madurai,Canal,919.65,72.0,112459.0,103422.92
2024-11-29,2024,Rabi,Oilseeds,Gujarat,Vadodara,Rainfed,723.18,63.0,1734.0,1253.99
2024-01-04,2024,Perennial,Apple,Himachal Pradesh,Shimla,Rainfed,129.27,146.0,12638.0,1633.71
2016-08-17,2016,Rabi,Wheat,Rajasthan,Jodhpur,Rainfed,630.83,137.0,2179.0,1374.58
2019-06-21,2019,Kharif,Rice,West Bengal,Kolkata,Rainfed,643.12,178.0,5248.0,3375.09
2021-07-30,2021,Kharif,Oilseeds,Maharashtra,Nashik,Tube Well,648.59,55.0,2752.0,1784.92
2019-03-10,2019,Rabi,Oilseeds,Gujarat,Ahmedabad,Tube Well,51.04,180.0,3959.0,202.07
2016-07-19,2016,Perennial,Coffee,Karnataka,Belgaum,Canal,1001.68,183.0,1931.0,1934.24
2021-12-04,2021,Perennial,Tea,Kerala,Ernakulam,Rainfed,762.3,117.0,1459.0,1112.2
2020-05-20,2020,Kharif,Rice,Uttar Pradesh,Kanpur,Rainfed,848.27,61.0,2593.0,2199.56
2016-10-23,2016,Kharif,Oilseeds,Maharashtra,Nagpur,Rainfed,580.84,192.0,3004.0,1744.84
2017-12-10,2017,Kharif,Rice,Assam,Dibrugarh,Rainfed,294.06,61.0,2349.0,690.75
2021-05-14,2021,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,114.54,139.0,6474.0,741.53
2023-05-11,2023,Perennial,Tea,Assam,Cachar,Rainfed,463.88,124.0,1057.0,490.32
2015-03-16,2015,Zaid,Coconut,Andhra Pradesh,Visakhapatnam,Canal,162.43,175.0,9581.0,1556.24
2025-04-05,2025,Kharif,Rice,Chhattisgarh,Raipur,Rainfed,644.23,125.0,2378.0,1531.98
2022-05-31,2022,Rabi,Wheat,Haryana,Gurgaon,Tube Well,254.58,120.0,4724.0,1202.64
2016-10-21,2016,Rabi,Wheat,Haryana,Hisar,Tube Well,1046.26,182.0,4316.0,4515.66
2017-09-07,2017,Kharif,Oilseeds,Maharashtra,Mumbai,Rainfed,405.89,195.0,1747.0,709.09
2023-01-29,2023,Rabi,Potato,Bihar,Purnia,Canal,233.81,132.0,30788.0,7198.54
2018-06-06,2018,Kharif,Maize,Madhya Pradesh,Bhopal,Tube Well,450.72,118.0,4195.0,1890.77
2023-07-24,2023,Kharif,Pulses,Rajasthan,Jaipur,Tube Well,537.94,175.0,2403.0,1292.67
2017-12-26,2017,Perennial,Apple,Himachal Pradesh,Kangra,Rainfed,366.1,175.0,11266.0,4124.48
2023-02-13,2023,Zaid,Coconut,Tamil Nadu,Chennai,Tube Well,264.79,98.0,5107.0,1352.28
2020-08-12,2020,Rabi,Pulses,Uttar Pradesh,Lucknow,Tube Well,502.45,136.0,1595.0,801.41
2016-06-01,2016,Rabi,Oilseeds,Rajasthan,Jaipur,Tube Well,609.49,73.0,3008.0,1833.35
2020-02-15,2020,Kharif,Rice,Odisha,Bhubaneswar,Rainfed,653.69,145.0,2746.0,1795.03
2016-05-22,2016,Zaid,Coconut,Andhra Pradesh,Visakhapatnam,Tube Well,858.11,175.0,16812.0,14426.55
2023-05-30,2023,Zaid,Coconut,Andhra Pradesh,Chittoor,Rainfed,330.0,78.0,10619.0,3504.27
2024-10-03,2024,Zaid,Coconut,Tamil Nadu,Madurai,Drip,873.28,98.0,14009.0,12233.78
2019-06-16,2019,Zaid,Coconut,Kerala,Thrissur,Rainfed,293.15,117.0,4724.0,1384.84
2024-02-20,2024,Kharif,Pulses,Uttar Pradesh,Kanpur,Tube Well,608.07,177.0,1766.0,1073.85
2023-03-05,2023,Kharif,Pulses,Madhya Pradesh,Bhopal,Rainfed,237.17,160.0,1271.0,301.44
2022-10-21,2022,Rabi,Wheat,Rajasthan,Udaipur,Rainfed,93.76,98.0,2244.0,210.4
2017-05-10,2017,Kharif,Rice,Tamil Nadu,Chennai,Canal,468.23,86.0,6431.0,3011.19
2016-03-14,2016,Zaid,Coconut,Karnataka,Bangalore,Drip,28.46,154.0,7818.0,222.5
2024-03-19,2024,Kharif,Pulses,Maharashtra,Pune,Rainfed,598.12,122.0,1213.0,725.52
2023-01-17,2023,Kharif,Maize,Andhra Pradesh,Chittoor,Canal,872.76,139.0,7973.0,6958.52
2022-10-01,2022,Kharif,Pulses,Rajasthan,Udaipur,Rainfed,672.91,147.0,1046.0,703.86
2020-03-03,2020,Perennial,Coffee,Tamil Nadu,Coimbatore,Drip,95.69,134.0,1416.0,135.5
2018-04-13,2018,Kharif,Cotton,Gujarat,Rajkot,Rainfed,344.74,142.0,1258.0,433.68
2017-04-22,2017,Rabi,Pulses,Maharashtra,Pune,Tube Well,647.43,183.0,1597.0,1033.95
2024-01-10,2024,Rabi,Pulses,Maharashtra,Pune,Tube Well,229.8,180.0,2382.0,547.38
2024-01-11,2024,Kharif,Oilseeds,Gujarat,Ahmedabad,Tube Well,149.03,72.0,1393.0,207.6
2017-11-22,2017,Rabi,Potato,Punjab,Amritsar,Canal,683.95,138.0,31071.0,21251.01
2016-08-16,2016,Zaid,Coconut,Andhra Pradesh,Guntur,Rainfed,701.07,116.0,6839.0,4794.62
2017-09-03,2017,Rabi,Oilseeds,Maharashtra,Nashik,Tube Well,1068.07,93.0,2996.0,3199.94
2017-11-30,2017,Perennial,Tea,Assam,Kamrup,Rainfed,798.26,145.0,1766.0,1409.73
2016-12-19,2016,Kharif,Cotton,Telangana,Warangal,Rainfed,699.1,127.0,664.0,464.2
2019-05-07,2019,Kharif,Pulses,Rajasthan,Jodhpur,Tube Well,162.72,166.0,2062.0,335.53
2016-02-19,2016,Perennial,Coffee,Karnataka,Hubli,Canal,825.3,64.0,789.0,651.16
2016-08-22,2016,Kharif,Cotton,Telangana,Hyderabad,Tube Well,488.07,95.0,1318.0,643.28
2017-07-02,2017,Rabi,Oilseeds,Rajasthan,Jodhpur,Rainfed,321.06,54.0,2269.0,728.49
2022-07-27,2022,Zaid,Coconut,Karnataka,Bangalore,Tube Well,1029.94,162.0,11767.0,12119.3
2020-11-22,2020,Kharif,Oilseeds,Gujarat,Vadodara,Rainfed,845.49,187.0,1988.0,1680.83
2020-01-31,2020,Zaid,Coconut,Kerala,Ernakulam,Rainfed,548.54,138.0,11983.0,6573.15
2022-03-19,2022,Kharif,Maize,Madhya Pradesh,Bhopal,Tube Well,19.29,143.0,6688.0,129.01
2025-05-02,2025,Kharif,Pulses,Madhya Pradesh,Bhopal,Tube Well,693.41,57.0,1331.0,922.93
2017-05-05,2017,Kharif,Pulses,Uttar Pradesh,Varanasi,Canal,1192.02,126.0,2444.0,2913.3
2021-04-05,2021,Perennial,Coffee,Tamil Nadu,Coimbatore,Drip,335.85,129.0,1643.0,551.8
2018-05-01,2018,Kharif,Oilseeds,Gujarat,Vadodara,Rainfed,357.61,56.0,1142.0,408.39
2017-03-03,2017,Zaid,Coconut,Andhra Pradesh,Chittoor,Canal,73.64,167.0,7276.0,535.8
2025-05-07,2025,Perennial,Sugarcane,Maharashtra,Mumbai,Tube Well,75.6,92.0,120802.0,9132.63
2018-01-08,2018,Rabi,Wheat,Haryana,Faridabad,Canal,939.35,159.0,3765.0,3536.65
2021-06-19,2021,Rabi,Wheat,Madhya Pradesh,Bhopal,Rainfed,157.13,110.0,3354.0,527.01
2023-06-26,2023,Rabi,Potato,Bihar,Gaya,Canal,924.31,199.0,16711.0,15446.14
2020-07-04,2020,Kharif,Oilseeds,Maharashtra,Nashik,Rainfed,1096.7,82.0,2023.0,2218.62
2024-12-19,2024,Rabi,Potato,West Bengal,Kolkata,Canal,390.28,59.0,17863.0,6971.57
2021-10-26,2021,Rabi,Wheat,Bihar,Gaya,Canal,386.27,197.0,3539.0,1367.01
2020-03-05,2020,Perennial,Sugarcane,Uttar Pradesh,Lucknow,Rainfed,497.64,87.0,85713.0,42654.22
2016-12-31,2016,Perennial,Sugarcane,Maharashtra,Nagpur,Tube Well,129.19,145.0,123818.0,15996.05
2015-07-15,2015,Perennial,Coffee,Karnataka,Hubli,Drip,44.26,106.0,1689.0,74.76
2018-01-02,2018,Perennial,Apple,Himachal Pradesh,Mandi,Rainfed,231.55,146.0,5484.0,1269.82
2020-04-26,2020,Rabi,Oilseeds,Gujarat,Surat,Tube Well,1132.22,139.0,2127.0,2408.23
2024-11-09,2024,Rabi,Pulses,Madhya Pradesh,Bhopal,Rainfed,734.63,156.0,1345.0,988.08
2019-07-17,2019,Perennial,Coffee,Kerala,Ernakulam,Drip,649.77,53.0,1497.0,972.71
2018-06-30,2018,Kharif,Oilseeds,Maharashtra,Pune,Rainfed,820.89,175.0,2825.0,2319.01
2015-09-21,2015,Perennial,Tea,West Bengal,Howrah,Canal,943.28,122.0,2666.0,2514.78
2024-01-10,2024,Rabi,Wheat,Madhya Pradesh,Bhopal,Tube Well,416.9,128.0,4757.0,1983.19
2018-05-08,2018,Rabi,Wheat,Punjab,Ludhiana,Tube Well,278.44,112.0,3690.0,1027.44
2015-08-08,2015,Zaid,Coconut,Andhra Pradesh,Guntur,Canal,824.16,198.0,12962.0,10682.76
2018-06-10,2018,Perennial,Tea,West Bengal,Darjeeling,Rainfed,1013.5,170.0,1224.0,1240.52
2022-05-13,2022,Kharif,Cotton,Andhra Pradesh,Krishna,Canal,33.33,97.0,974.0,32.46
2020-02-13,2020,Zaid,Coconut,Kerala,Ernakulam,Rainfed,208.64,167.0,8286.0,1728.79
2017-12-09,2017,Rabi,Oilseeds,Gujarat,Surat,Rainfed,325.87,116.0,2265.0,738.1
2016-04-06,2016,Kharif,Pulses,Rajasthan,Jodhpur,Tube Well,78.34,181.0,1819.0,142.5
2025-05-09,2025,Zaid,Coconut,Kerala,Thrissur,Drip,188.14,55.0,7458.0,1403.15
2016-06-14,2016,Rabi,Oilseeds,Gujarat,Rajkot,Tube Well,466.94,103.0,1876.0,875.98
2016-07-30,2016,Rabi,Pulses,Uttar Pradesh,Lucknow,Canal,1410.35,114.0,1300.0,1833.45
2023-08-03,2023,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,689.61,162.0,3381.0,2331.57
2016-09-12,2016,Rabi,Oilseeds,Gujarat,Vadodara,Rainfed,1135.75,77.0,2130.0,2419.15
2021-02-04,2021,Rabi,Potato,Uttar Pradesh,Varanasi,Canal,189.65,93.0,28130.0,5334.85
2024-06-23,2024,Rabi,Wheat,Haryana,Hisar,Canal,48.99,159.0,4475.0,219.23
2021-10-25,2021,Kharif,Rice,Chhattisgarh,Raipur,Rainfed,85.82,62.0,2859.0,245.36
2019-02-01,2019,Perennial,Sugarcane,Tamil Nadu,Madurai,Canal,1006.58,80.0,112490.0,113230.18
2023-06-08,2023,Rabi,Oilseeds,Gujarat,Surat,Rainfed,197.41,163.0,3138.0,619.47
2020-05-07,2020,Zaid,Coconut,Andhra Pradesh,Visakhapatnam,Rainfed,691.44,181.0,8541.0,5905.59
2020-03-20,2020,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,189.79,159.0,2547.0,483.4
2020-04-27,2020,Kharif,Rice,Telangana,Warangal,Rainfed,28.37,129.0,2593.0,73.56
2019-10-21,2019,Rabi,Potato,Uttar Pradesh,Lucknow,Canal,136.09,65.0,28940.0,3938.44
2022-06-19,2022,Rabi,Pulses,Uttar Pradesh,Kanpur,Rainfed,1067.6,174.0,1651.0,1762.61
2021-02-07,2021,Rabi,Pulses,Madhya Pradesh,Bhopal,Tube Well,154.07,69.0,2370.0,365.15
2017-05-20,2017,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,191.02,108.0,2178.0,416.04
2023-10-25,2023,Rabi,Wheat,Uttar Pradesh,Kanpur,Rainfed,572.11,58.0,2357.0,1348.46
2023-02-01,2023,Kharif,Cotton,Andhra Pradesh,Chittoor,Canal,792.12,156.0,1237.0,979.85
2016-07-09,2016,Rabi,Wheat,Madhya Pradesh,Bhopal,Rainfed,380.8,126.0,4115.0,1566.99
2019-09-04,2019,Kharif,Maize,Telangana,Hyderabad,Rainfed,850.7,186.0,5919.0,5035.29
2021-11-10,2021,Kharif,Cotton,Gujarat,Vadodara,Tube Well,526.68,71.0,603.0,317.59
2024-08-02,2024,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,87.66,173.0,9455.0,828.83
2017-09-05,2017,Rabi,Pulses,Maharashtra,Nashik,Tube Well,701.62,127.0,1537.0,1078.39
2023-10-25,2023,Rabi,Pulses,Rajasthan,Jaipur,Tube Well,321.11,105.0,2334.0,749.47
2022-02-28,2022,Rabi,Wheat,Uttar Pradesh,Kanpur,Canal,1182.84,147.0,4617.0,5461.17
2020-10-16,2020,Perennial,Sugarcane,Tamil Nadu,Chennai,Tube Well,1029.28,169.0,128852.0,132624.79
2024-07-14,2024,Rabi,Wheat,Punjab,Ludhiana,Tube Well,1256.08,116.0,3062.0,3846.12
2024-08-31,2024,Zaid,Coconut,Karnataka,Belgaum,Drip,434.05,85.0,15066.0,6539.4
2019-10-20,2019,Kharif,Rice,West Bengal,Kolkata,Canal,245.57,187.0,3325.0,816.52
2023-12-15,2023,Perennial,Sugarcane,Maharashtra,Mumbai,Rainfed,1189.69,97.0,67683.0,80521.79
2023-12-08,2023,Perennial,Sugarcane,Uttar Pradesh,Kanpur,Tube Well,585.05,200.0,75808.0,44351.47
2016-05-28,2016,Perennial,Tea,Assam,Dibrugarh,Rainfed,618.46,165.0,1413.0,873.88
2023-02-15,2023,Kharif,Maize,Madhya Pradesh,Bhopal,Tube Well,791.73,153.0,8164.0,6463.68
2016-08-15,2016,Kharif,Rice,Telangana,Hyderabad,Rainfed,523.92,52.0,2020.0,1058.32
2015-06-01,2015,Kharif,Cotton,Telangana,Hyderabad,Canal,437.09,117.0,703.0,307.27
2021-12-31,2021,Kharif,Rice,Assam,Dibrugarh,Rainfed,562.9,125.0,4942.0,2781.85
2018-02-12,2018,Perennial,Sugarcane,Tamil Nadu,Chennai,Canal,221.38,106.0,114103.0,25260.12
2017-11-19,2017,Kharif,Pulses,Uttar Pradesh,Varanasi,Canal,737.48,72.0,1614.0,1190.29
2019-11-10,2019,Kharif,Maize,Bihar,Muzaffarpur,Tube Well,319.21,105.0,4093.0,1306.53
2018-10-03,2018,Kharif,Oilseeds,Rajasthan,Udaipur,Rainfed,123.32,61.0,2364.0,291.53
2025-06-23,2025,Kharif,Pulses,Maharashtra,Nagpur,Drip,797.08,94.0,1892.0,1508.08
2021-10-08,2021,Kharif,Maize,Maharashtra,Mumbai,Rainfed,752.66,63.0,3665.0,2758.5
2017-07-03,2017,Zaid,Coconut,Tamil Nadu,Chennai,Canal,839.71,163.0,10131.0,8507.1
2018-08-14,2018,Rabi,Potato,Uttar Pradesh,Varanasi,Tube Well,1310.73,151.0,27792.0,36427.81
2018-08-27,2018,Kharif,Pulses,Uttar Pradesh,Kanpur,Rainfed,338.36,191.0,1686.0,570.47
2021-11-29,2021,Rabi,Potato,Uttar Pradesh,Varanasi,Canal,1171.76,107.0,35241.0,41293.99
2017-06-07,2017,Rabi,Wheat,Haryana,Karnal,Canal,520.67,168.0,5256.0,2736.64
2025-01-03,2025,Kharif,Cotton,Gujarat,Vadodara,Rainfed,758.28,138.0,1073.0,813.63
2023-12-25,2023,Rabi,Potato,Bihar,Muzaffarpur,Tube Well,851.74,147.0,33759.0,28753.89
2022-01-31,2022,Zaid,Coconut,Tamil Nadu,Madurai,Drip,289.24,132.0,14641.0,4234.76
2016-05-28,2016,Zaid,Coconut,Tamil Nadu,Madurai,Canal,665.05,167.0,13950.0,9277.45
2015-09-12,2015,Zaid,Coconut,Kerala,Ernakulam,Rainfed,389.45,56.0,9968.0,3882.04
2023-03-14,2023,Kharif,Maize,Bihar,Gaya,Tube Well,792.67,62.0,5502.0,4361.27
2016-08-21,2016,Perennial,Sugarcane,Uttar Pradesh,Varanasi,Canal,1048.89,64.0,93806.0,98392.18
2018-08-25,2018,Perennial,Apple,Himachal Pradesh,Kangra,Rainfed,387.12,93.0,11741.0,4545.18
2019-10-26,2019,Perennial,Sugarcane,Uttar Pradesh,Lucknow,Tube Well,439.04,139.0,78979.0,34674.94
2016-12-07,2016,Kharif,Rice,Chhattisgarh,Raipur,Rainfed,496.01,147.0,4654.0,2308.43
2022-12-05,2022,Perennial,Coffee,Kerala,Ernakulam,Rainfed,488.59,157.0,1569.0,766.6
2019-02-26,2019,Perennial,Apple,Himachal Pradesh,Mandi,Rainfed,233.77,92.0,7768.0,1815.93
2016-03-14,2016,Perennial,Tea,West Bengal,Darjeeling,Rainfed,422.39,148.0,2063.0,871.39
2022-10-19,2022,Kharif,Maize,Bihar,Muzaffarpur,Rainfed,338.28,68.0,2888.0,976.95
2016-02-22,2016,Zaid,Coconut,Tamil Nadu,Chennai,Canal,20.55,51.0,12176.0,250.22
2023-07-05,2023,Perennial,Sugarcane,Karnataka,Belgaum,Tube Well,194.82,154.0,108335.0,21105.82
2018-09-23,2018,Rabi,Pulses,Maharashtra,Nagpur,Tube Well,86.08,157.0,2245.0,193.25
2018-11-16,2018,Rabi,Pulses,Madhya Pradesh,Bhopal,Tube Well,680.2,143.0,1325.0,901.27
2022-05-29,2022,Perennial,Sugarcane,Tamil Nadu,Coimbatore,Tube Well,947.5,89.0,112159.0,106270.65
2021-06-25,2021,Rabi,Wheat,Punjab,Ludhiana,Tube Well,1270.83,189.0,3692.0,4691.9
2023-06-24,2023,Rabi,Oilseeds,Maharashtra,Nagpur,Drip,1065.12,181.0,3738.0,3981.42
2016-12-25,2016,Rabi,Wheat,Bihar,Muzaffarpur,Canal,229.12,127.0,4412.0,1010.88
2016-07-06,2016,Perennial,Sugarcane,Tamil Nadu,Madurai,Canal,546.05,198.0,128599.0,70221.48
2023-02-13,2023,Kharif,Cotton,Andhra Pradesh,Guntur,Canal,1090.33,95.0,576.0,628.03
2023-08-11,2023,Rabi,Potato,West Bengal,Kolkata,Canal,838.16,124.0,34215.0,28677.64
2018-12-24,2018,Rabi,Wheat,Uttar Pradesh,Varanasi,Tube Well,12.71,189.0,5277.0,67.07
2017-12-26,2017,Zaid,Coconut,Tamil Nadu,Madurai,Canal,510.77,119.0,10650.0,5439.7
2019-12-01,2019,Rabi,Pulses,Rajasthan,Udaipur,Rainfed,17.36,121.0,1327.0,23.04
2017-05-29,2017,Perennial,Apple,Jammu and Kashmir,Srinagar,Rainfed,119.46,62.0,7765.0,927.61
2020-02-29,2020,Perennial,Sugarcane,Maharashtra,Pune,Rainfed,572.13,82.0,92307.0,52811.6
2017-09-29,2017,Kharif,Cotton,Telangana,Warangal,Tube Well,804.68,74.0,1210.0,973.66
2017-03-24,2017,Rabi,Oilseeds,Rajasthan,Jodhpur,Rainfed,461.53,135.0,2524.0,1164.9
2024-12-03,2024,Kharif,Oilseeds,Rajasthan,Udaipur,Rainfed,260.11,98.0,2812.0,731.43
2020-07-03,2020,Kharif,Maize,Andhra Pradesh,Visakhapatnam,Canal,593.88,62.0,4972.0,2952.77
2024-09-21,2024,Rabi,Oilseeds,Gujarat,Rajkot,Rainfed,982.69,126.0,2343.0,2302.44
2019-10-30,2019,Perennial,Tea,Assam,Tinsukia,Rainfed,246.73,150.0,2191.0,540.59
2017-08-23,2017,Perennial,Apple,Himachal Pradesh,Mandi,Rainfed,311.37,160.0,16429.0,5115.5
2020-07-02,2020,Kharif,Maize,Maharashtra,Mumbai,Tube Well,348.3,176.0,6165.0,2147.27
2017-11-30,2017,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,389.17,122.0,2369.0,921.94
2019-08-22,2019,Rabi,Wheat,Punjab,Amritsar,Canal,46.74,109.0,2910.0,136.01
2019-12-21,2019,Rabi,Pulses,Madhya Pradesh,Bhopal,Tube Well,683.3,153.0,1273.0,869.84
2021-01-25,2021,Kharif,Maize,Andhra Pradesh,Guntur,Canal,67.54,52.0,5464.0,369.04
2020-10-04,2020,Perennial,Tea,West Bengal,Howrah,Rainfed,254.55,145.0,1346.0,342.62
2023-02-14,2023,Perennial,Coffee,Tamil Nadu,Madurai,Drip,373.53,111.0,804.0,300.32
2018-09-24,2018,Rabi,Pulses,Uttar Pradesh,Kanpur,Canal,941.49,118.0,2669.0,2512.84
2023-01-28,2023,Perennial,Sugarcane,Tamil Nadu,Coimbatore,Drip,794.84,94.0,132696.0,105472.09
2022-09-29,2022,Kharif,Oilseeds,Rajasthan,Jaipur,Rainfed,65.51,69.0,1542.0,101.02
2017-05-02,2017,Zaid,Coconut,Tamil Nadu,Madurai,Tube Well,57.38,110.0,13291.0,762.64
2020-03-15,2020,Rabi,Wheat,Punjab,Ludhiana,Tube Well,1200.49,96.0,4703.0,5645.9
2025-06-19,2025,Kharif,Pulses,Rajasthan,Jodhpur,Tube Well,501.39,194.0,2011.0,1008.3
2019-12-12,2019,Perennial,Coffee,Karnataka,Hubli,Drip,916.39,192.0,1162.0,1064.85
2016-10-12,2016,Rabi,Pulses,Uttar Pradesh,Varanasi,Rainfed,1018.04,147.0,1027.0,1045.53
2018-01-19,2018,Zaid,Coconut,Tamil Nadu,Madurai,Drip,828.6,186.0,8151.0,6753.92
2017-11-24,2017,Kharif,Oilseeds,Rajasthan,Jaipur,Tube Well,271.54,163.0,3657.0,993.02
2018-03-20,2018,Kharif,Pulses,Uttar Pradesh,Lucknow,Tube Well,889.37,102.0,1601.0,1423.88
2024-03-09,2024,Kharif,Pulses,Rajasthan,Jaipur,Tube Well,565.72,141.0,2219.0,1255.33
2017-05-29,2017,Rabi,Wheat,Madhya Pradesh,Bhopal,Rainfed,145.97,83.0,2952.0,430.9
2016-05-17,2016,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Tube Well,344.03,153.0,2482.0,853.88
2024-07-10,2024,Kharif,Maize,Bihar,Patna,Tube Well,743.08,57.0,3931.0,2921.05
2019-07-28,2019,Rabi,Potato,West Bengal,Howrah,Rainfed,590.57,175.0,18753.0,11074.96
2021-04-21,2021,Rabi,Potato,West Bengal,Darjeeling,Canal,753.01,137.0,37761.0,28434.41
2018-08-06,2018,Zaid,Coconut,Tamil Nadu,Coimbatore,Tube Well,329.23,59.0,12282.0,4043.6
2022-04-06,2022,Rabi,Wheat,Bihar,Gaya,Canal,42.02,181.0,3115.0,130.89
2017-10-13,2017,Perennial,Sugarcane,Maharashtra,Pune,Drip,47.6,182.0,90082.0,4287.9
2015-11-26,2015,Rabi,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,754.8,178.0,2839.0,2142.88
2020-02-06,2020,Rabi,Potato,West Bengal,Darjeeling,Rainfed,1039.55,166.0,18533.0,19265.98
2025-08-11,2025,Kharif,Rice,Andhra Pradesh,Chittoor,Tube Well,261.43,152.0,5443.0,1422.96
2025-02-13,2025,Kharif,Pulses,Rajasthan,Jaipur,Rainfed,111.75,110.0,1487.0,166.17
2024-11-18,2024,Kharif,Cotton,Gujarat,Surat,Tube Well,31.59,70.0,1102.0,34.81
2025-01-08,2025,Rabi,Wheat,Uttar Pradesh,Kanpur,Canal,354.57,93.0,2746.0,973.65
2022-04-02,2022,Kharif,Maize,Karnataka,Mysore,Canal,374.44,102.0,7675.0,2873.83
2021-11-23,2021,Kharif,Oilseeds,Madhya Pradesh,Bhopal,Rainfed,200.58,104.0,1039.0,208.4
2021-03-12,2021,Zaid,Coconut,Karnataka,Belgaum,Tube Well,879.15,135.0,5468.0,4807.19
